Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2021,1,1,0,30,13,26,273,44,0,1.4000000000000001,26,273,0,44,45.07,86.22,0.14,988,0.8,15,1.9000000000000001,0.0000,0.0000
2021,1,1,1,30,11.700000000000001,0,0,0,0,2,0,0,0,0,51.29,97.5,0.14,989,0.9,8,1.8,0.0000,0.0000
2021,1,1,2,30,11.200000000000001,0,0,0,0,2.8000000000000003,0,0,0,0,56.08,109.24000000000001,0.14,989,0.9,3,2.1,0.0000,0.0000
2021,1,1,3,30,10.700000000000001,0,0,0,0,3.5,0,0,0,0,60.93,121.4,0.14,990,0.9,6,2.9000000000000004,0.0000,0.0000
2021,1,1,4,30,10.200000000000001,0,0,0,3,3.3000000000000003,0,0,0,0,62.47,133.78,0.14,990,0.9,13,3.6,0.0000,0.0000
2021,1,1,5,30,9.700000000000001,0,0,0,7,3.1,0,0,0,0,63.58,146.16,0.14,990,0.9,19,3.9000000000000004,0.0000,0.0000
2021,1,1,6,30,9.4,0,0,0,7,2.5,0,0,0,0,62.29,158.06,0.14,990,0.9,23,4,0.0000,0.0000
2021,1,1,7,30,9.200000000000001,0,0,0,0,1.6,0,0,0,0,58.81,167.49,0.14,990,0.8,26,3.9000000000000004,0.0000,0.0000
2021,1,1,8,30,9,0,0,0,0,0.4,0,0,0,0,54.93,166.74,0.14,990,0.8,26,3.7,0.0000,0.0000
2021,1,1,9,30,8.8,0,0,0,0,-0.4,0,0,0,0,52.34,156.79,0.14,990,0.8,23,3.5,0.0000,0.0000
2021,1,1,10,30,8.700000000000001,0,0,0,0,-0.8,0,0,0,0,51.22,144.79,0.14,991,0.8,22,3.4000000000000004,0.0000,0.0000
2021,1,1,11,30,8.6,0,0,0,0,-1,0,0,0,0,50.85,132.39000000000001,0.14,991,0.8,24,3.4000000000000004,0.0000,0.0000
2021,1,1,12,30,8.5,0,0,0,0,-1.2000000000000002,0,0,0,0,50.6,120.02,0.14,991,0.7000000000000001,28,3.5,0.0000,0.0000
2021,1,1,13,30,8.4,0,0,0,0,-1.3,0,0,0,0,50.43,107.9,0.14,992,0.7000000000000001,32,3.5,0.0000,0.0000
2021,1,1,14,30,8.8,0,0,0,0,-1.4000000000000001,0,0,0,0,48.7,96.21000000000001,0.14,992,0.7000000000000001,36,3.6,0.0000,0.0000
2021,1,1,15,30,10.600000000000001,27,461,67,0,-1.2000000000000002,27,461,0,67,43.9,85.05,0.14,993,0.6000000000000001,37,4.1000000000000005,0.0000,0.0000
2021,1,1,16,30,13.4,48,768,244,0,-0.9,48,768,0,244,37.19,75.19,0.14,994,0.6000000000000001,40,4.7,11.9120,9.1512
2021,1,1,17,30,15.9,59,888,409,0,-1,59,888,0,409,31.54,66.79,0.14,994,0.6000000000000001,46,4.800000000000001,21.5170,16.7215
2021,1,1,18,30,17.6,68,937,528,0,-0.8,68,937,0,528,28.71,60.58,0.14,994,0.6000000000000001,49,4,29.0090,22.6495
2021,1,1,19,30,18.7,71,953,586,0,-1.4000000000000001,71,953,0,586,25.6,57.300000000000004,0.14,993,0.6000000000000001,48,3,32.7907,25.6458
2021,1,1,20,30,19.400000000000002,73,949,583,0,-3.3000000000000003,73,949,0,583,21.3,57.480000000000004,0.14,993,0.6000000000000001,41,2,32.5924,25.4886
2021,1,1,21,30,19.400000000000002,70,920,515,0,-3.4000000000000004,70,917,11,513,21.09,61.08,0.14,993,0.6000000000000001,32,1.4000000000000001,28.0990,21.9325
2021,1,1,22,30,18.6,64,842,386,0,-2.4000000000000004,63,840,14,384,23.990000000000002,67.55,0.14,993,0.7000000000000001,187,1,20.0776,15.5912
2021,1,1,23,30,18,52,697,219,0,0.30000000000000004,52,697,0,219,30.22,76.13,0.14,994,0.7000000000000001,344,0.7000000000000001,10.6089,8.1361
2021,1,2,0,30,13.5,27,314,48,0,2.9000000000000004,26,287,11,46,48.81,86.09,0.14,995,0.8,324,1.1,0.0000,0.0000
2021,1,2,1,30,12.100000000000001,0,0,0,3,2.7,0,0,0,0,52.51,97.36,0.14,995,0.8,340,1.3,0.0000,0.0000
2021,1,2,2,30,11.3,0,0,0,7,2.7,0,0,0,0,55.44,109.11,0.14,996,0.9,182,1.4000000000000001,0.0000,0.0000
2021,1,2,3,30,11.100000000000001,0,0,0,7,2.4000000000000004,0,0,0,0,55.14,121.27,0.14,996,1,28,1.4000000000000001,0.0000,0.0000
2021,1,2,4,30,11.100000000000001,0,0,0,0,2.2,0,0,0,0,54.11,133.65,0.14,996,1.1,53,1.4000000000000001,0.0000,0.0000
2021,1,2,5,30,11,0,0,0,7,2.1,0,0,0,0,54.22,146.02,0.14,996,1.1,68,1.3,0.0000,0.0000
2021,1,2,6,30,10.8,0,0,0,0,2.1,0,0,0,0,55.1,157.92000000000002,0.14,996,1.1,68,1.1,0.0000,0.0000
2021,1,2,7,30,10.700000000000001,0,0,0,7,2.4000000000000004,0,0,0,0,56.53,167.36,0.14,997,1,59,1,0.0000,0.0000
2021,1,2,8,30,10.4,0,0,0,0,2.5,0,0,0,0,57.99,166.72,0.14,997,1,68,1.3,0.0000,0.0000
2021,1,2,9,30,10.200000000000001,0,0,0,0,2.2,0,0,0,0,57.59,156.82,0.14,996,0.9,93,1.6,0.0000,0.0000
2021,1,2,10,30,10.100000000000001,0,0,0,7,3,0,0,0,0,61.49,144.84,0.14,996,0.9,109,1.5,0.0000,0.0000
2021,1,2,11,30,10,0,0,0,7,4,0,0,0,0,66.09,132.45,0.14,997,0.9,116,1.4000000000000001,0.0000,0.0000
2021,1,2,12,30,9.8,0,0,0,7,4.800000000000001,0,0,0,0,71.16,120.08,0.14,997,0.9,120,1.4000000000000001,0.0000,0.0000
2021,1,2,13,30,9.700000000000001,0,0,0,7,5.7,0,0,0,0,76.24,107.94,0.14,997,1,126,1.3,0.0000,0.0000
2021,1,2,14,30,9.9,0,0,0,7,6.5,0,0,0,0,79.54,96.24000000000001,0.14,998,1,125,1.2000000000000002,0.0000,0.0000
2021,1,2,15,30,11.200000000000001,31,315,58,7,7.2,33,97,100,41,76.64,85.07000000000001,0.14,999,1.1,117,1.3,0.0000,0.0000
2021,1,2,16,30,13.5,59,648,225,0,7.9,70,548,25,210,68.86,75.19,0.14,999,1.1,140,1.5,10.2521,7.8761
2021,1,2,17,30,15.4,72,795,386,0,6.9,72,795,0,386,56.84,66.77,0.14,999,1.1,192,1.5,20.3102,15.7840
2021,1,2,18,30,16.8,78,866,504,0,5.300000000000001,111,708,32,459,46.64,60.53,0.14,998,1.1,233,1.2000000000000002,25.2257,19.6961
2021,1,2,19,30,17.900000000000002,82,893,565,0,3.7,82,893,0,565,38.77,57.230000000000004,0.14,998,1.1,244,1,31.6270,24.7365
2021,1,2,20,30,18.5,84,882,559,7,2.2,92,815,96,531,33.56,57.38,0.14,997,1.2000000000000002,245,1.4000000000000001,29.7007,23.2283
2021,1,2,21,30,18.2,86,833,490,7,2.3000000000000003,120,646,75,434,34.660000000000004,60.96,0.14,997,1.3,253,1.9000000000000001,23.7895,18.5700
2021,1,2,22,30,17.2,79,748,366,7,2.6,135,387,32,284,37.46,67.41,0.14,996,1.4000000000000001,251,1.9000000000000001,14.8661,11.5459
2021,1,2,23,30,16.5,61,595,205,7,3.3000000000000003,87,264,71,151,41.24,75.99,0.14,996,1.4000000000000001,247,1.9000000000000001,7.3229,5.6175
2021,1,3,0,30,13,27,246,44,7,5.300000000000001,26,66,100,31,59.660000000000004,85.95,0.14,997,1.5,257,1.7000000000000002,0.0000,0.0000
2021,1,3,1,30,11.8,0,0,0,7,5.5,0,0,0,0,65.35,97.22,0.14,997,1.5,271,1.4000000000000001,0.0000,0.0000
2021,1,3,2,30,11.600000000000001,0,0,0,6,5.9,0,0,0,0,68.12,108.97,0.14,998,1.6,283,1.2000000000000002,0.0000,0.0000
2021,1,3,3,30,11.700000000000001,0,0,0,7,6,0,0,0,0,67.9,121.13,0.14,997,1.7000000000000002,299,1,0.0000,0.0000
2021,1,3,4,30,11.8,0,0,0,7,5.800000000000001,0,0,0,0,66.49,133.51,0.14,997,1.7000000000000002,325,0.8,0.0000,0.0000
2021,1,3,5,30,11.700000000000001,0,0,0,0,5.5,0,0,0,0,65.72,145.88,0.14,997,1.7000000000000002,173,0.7000000000000001,0.0000,0.0000
2021,1,3,6,30,11.3,0,0,0,0,5.1000000000000005,0,0,0,0,65.87,157.78,0.14,997,1.6,17,0.7000000000000001,0.0000,0.0000
2021,1,3,7,30,10.9,0,0,0,0,4.800000000000001,0,0,0,0,65.96000000000001,167.23,0.14,997,1.6,39,0.7000000000000001,0.0000,0.0000
2021,1,3,8,30,10.700000000000001,0,0,0,0,4.4,0,0,0,0,65.01,166.69,0.14,997,1.7000000000000002,55,0.7000000000000001,0.0000,0.0000
2021,1,3,9,30,10.4,0,0,0,0,4,0,0,0,0,64.75,156.86,0.14,997,1.7000000000000002,61,0.6000000000000001,0.0000,0.0000
2021,1,3,10,30,10,0,0,0,0,3.8000000000000003,0,0,0,0,65.54,144.89000000000001,0.14,997,1.9000000000000001,60,0.6000000000000001,0.0000,0.0000
2021,1,3,11,30,9.700000000000001,0,0,0,7,3.7,0,0,0,0,66.3,132.5,0.14,997,2,63,0.7000000000000001,0.0000,0.0000
2021,1,3,12,30,9.4,0,0,0,7,3.7,0,0,0,0,67.48,120.13,0.14,997,2.1,73,0.9,0.0000,0.0000
2021,1,3,13,30,9.1,0,0,0,7,3.7,0,0,0,0,69.19,107.98,0.14,997,2.2,85,1,0.0000,0.0000
2021,1,3,14,30,9.200000000000001,0,0,0,7,3.9000000000000004,0,0,0,0,69.37,96.28,0.14,997,2.2,89,1,0.0000,0.0000
2021,1,3,15,30,10.3,31,268,54,4,4.3,30,14,100,31,66.26,85.08,0.14,998,2.1,86,1,0.0000,0.0000
2021,1,3,16,30,12,65,584,214,0,4.9,65,584,0,214,62.01,75.19,0.14,998,2.1,86,1,10.4474,8.0261
2021,1,3,17,30,13.9,79,742,372,3,5.5,150,225,4,239,56.730000000000004,66.74,0.14,998,2,111,0.5,12.5785,9.7756
2021,1,3,18,30,15.600000000000001,85,822,490,0,5.7,119,679,21,454,51.9,60.47,0.14,997,2,188,0.4,24.9599,19.4893
2021,1,3,19,30,16.7,92,843,549,0,5.5,92,843,0,549,47.67,57.14,0.14,996,2,246,1,30.7455,24.0481
2021,1,3,20,30,17,92,841,547,2,5.5,108,769,75,524,46.800000000000004,57.26,0.14,995,1.9000000000000001,253,1.6,29.3274,22.9376
2021,1,3,21,30,16.7,87,817,485,7,5.7,182,398,36,376,48.27,60.83,0.14,995,1.9000000000000001,260,1.7000000000000002,20.6266,16.1024
2021,1,3,22,30,16.3,76,755,368,7,5.9,155,177,14,223,50.33,67.27,0.14,995,1.8,267,1.6,11.6864,9.0776
2021,1,3,23,30,16,58,620,210,7,6.300000000000001,71,451,100,181,52.4,75.85000000000001,0.14,995,1.8,270,1.6,8.7876,6.7429
2021,1,4,0,30,13.200000000000001,27,283,48,7,7,27,89,100,34,65.96000000000001,85.81,0.14,995,1.7000000000000002,290,1,0.0000,0.0000
2021,1,4,1,30,11.8,0,0,0,0,6.800000000000001,0,0,0,0,71.53,97.08,0.14,996,1.7000000000000002,319,0.9,0.0000,0.0000
2021,1,4,2,30,11.100000000000001,0,0,0,0,6.800000000000001,0,0,0,0,74.98,108.82000000000001,0.14,996,1.7000000000000002,345,0.9,0.0000,0.0000
2021,1,4,3,30,11.100000000000001,0,0,0,0,6.6000000000000005,0,0,0,0,73.72,120.99000000000001,0.14,996,1.8,179,1,0.0000,0.0000
2021,1,4,4,30,11.200000000000001,0,0,0,0,6.300000000000001,0,0,0,0,71.79,133.37,0.14,996,1.8,8,0.9,0.0000,0.0000
2021,1,4,5,30,11,0,0,0,0,5.9,0,0,0,0,71.01,145.74,0.14,995,1.9000000000000001,20,0.8,0.0000,0.0000
2021,1,4,6,30,10.600000000000001,0,0,0,0,5.7,0,0,0,0,71.59,157.63,0.14,995,1.9000000000000001,31,0.6000000000000001,0.0000,0.0000
2021,1,4,7,30,10.100000000000001,0,0,0,0,5.6000000000000005,0,0,0,0,73.46000000000001,167.09,0.14,995,1.9000000000000001,23,0.4,0.0000,0.0000
2021,1,4,8,30,10,0,0,0,0,5.6000000000000005,0,0,0,0,74.32000000000001,166.66,0.14,995,1.9000000000000001,172,0.4,0.0000,0.0000
2021,1,4,9,30,10.100000000000001,0,0,0,0,5.800000000000001,0,0,0,0,74.89,156.89000000000001,0.14,996,2,333,0.5,0.0000,0.0000
2021,1,4,10,30,10.100000000000001,0,0,0,0,5.9,0,0,0,0,75.38,144.94,0.14,996,1.9000000000000001,335,0.6000000000000001,0.0000,0.0000
2021,1,4,11,30,10.200000000000001,0,0,0,0,5.9,0,0,0,0,74.74,132.55,0.14,996,1.8,344,0.7000000000000001,0.0000,0.0000
2021,1,4,12,30,10.200000000000001,0,0,0,0,5.9,0,0,0,0,74.44,120.17,0.14,996,1.7000000000000002,177,0.8,0.0000,0.0000
2021,1,4,13,30,10.3,0,0,0,0,5.7,0,0,0,0,73.29,108.02,0.14,996,1.6,13,0.8,0.0000,0.0000
2021,1,4,14,30,10.5,0,0,0,0,5.5,0,0,0,0,71.27,96.3,0.14,996,1.5,28,0.6000000000000001,0.0000,0.0000
2021,1,4,15,30,11.8,29,322,57,0,5.5,29,322,0,57,65.53,85.10000000000001,0.14,997,1.4000000000000001,48,0.5,0.0000,0.0000
2021,1,4,16,30,14,60,643,224,0,5.9,60,643,0,224,58.19,75.18,0.14,997,1.3,149,0.6000000000000001,10.9365,8.4020
2021,1,4,17,30,16.1,73,788,385,0,6.1000000000000005,73,788,0,385,51.53,66.71000000000001,0.14,997,1.3,243,1.2000000000000002,20.2673,15.7516
2021,1,4,18,30,17.400000000000002,80,863,506,0,6,80,863,0,506,47.12,60.410000000000004,0.14,996,1.2000000000000002,252,2.3000000000000003,27.8287,21.7301
2021,1,4,19,30,18,86,883,566,0,6.1000000000000005,86,883,0,566,45.67,57.04,0.14,995,1.3,257,3,31.7138,24.8065
2021,1,4,20,30,18.3,87,873,561,0,6.1000000000000005,87,873,0,561,44.9,57.14,0.14,995,1.3,262,3.4000000000000004,31.4176,24.5737
2021,1,4,21,30,18.3,86,835,495,7,6,147,541,29,412,44.45,60.69,0.14,994,1.3,265,3.5,22.6208,17.6606
2021,1,4,22,30,17.900000000000002,76,770,375,0,5.800000000000001,76,770,0,375,45.11,67.12,0.14,995,1.3,268,3.3000000000000003,19.6760,15.2859
2021,1,4,23,30,17.5,60,624,214,0,6.2,60,624,0,214,47.53,75.7,0.14,995,1.3,269,3.1,10.4025,7.9842
2021,1,5,0,30,14.100000000000001,28,278,49,0,7.800000000000001,28,278,0,49,65.85,85.67,0.14,995,1.3,267,1.7000000000000002,0.0000,0.0000
2021,1,5,1,30,13.200000000000001,0,0,0,0,8.1,0,0,0,0,71.14,96.93,0.14,995,1.2000000000000002,281,1.2000000000000002,0.0000,0.0000
2021,1,5,2,30,12.4,0,0,0,0,8.4,0,0,0,0,76.81,108.68,0.14,995,1.1,309,1,0.0000,0.0000
2021,1,5,3,30,11.600000000000001,0,0,0,0,8.5,0,0,0,0,81.11,120.85000000000001,0.14,995,1,338,1.1,0.0000,0.0000
2021,1,5,4,30,11.200000000000001,0,0,0,0,8.3,0,0,0,0,82.27,133.23,0.14,995,0.9,184,1,0.0000,0.0000
2021,1,5,5,30,10.8,0,0,0,0,8.1,0,0,0,0,83.18,145.6,0.14,995,0.9,28,1,0.0000,0.0000
2021,1,5,6,30,10.200000000000001,0,0,0,0,7.9,0,0,0,0,85.74,157.48,0.14,995,0.9,34,1.1,0.0000,0.0000
2021,1,5,7,30,9.5,0,0,0,0,7.9,0,0,0,0,89.53,166.94,0.14,995,0.8,23,1.5,0.0000,0.0000
2021,1,5,8,30,9.1,0,0,0,0,7.7,0,0,0,0,91.09,166.61,0.14,995,0.8,19,1.7000000000000002,0.0000,0.0000
2021,1,5,9,30,8.8,0,0,0,0,7.5,0,0,0,0,91.56,156.91,0.14,995,0.8,22,1.7000000000000002,0.0000,0.0000
2021,1,5,10,30,8.4,0,0,0,0,7.2,0,0,0,0,92.19,144.98,0.14,994,0.7000000000000001,24,1.8,0.0000,0.0000
2021,1,5,11,30,8,0,0,0,0,6.800000000000001,0,0,0,0,92.04,132.59,0.14,994,0.7000000000000001,28,2,0.0000,0.0000
2021,1,5,12,30,7.7,0,0,0,0,6.300000000000001,0,0,0,0,90.60000000000001,120.21000000000001,0.14,994,0.6000000000000001,37,2.1,0.0000,0.0000
2021,1,5,13,30,7.4,0,0,0,0,5.7,0,0,0,0,88.95,108.05,0.14,994,0.6000000000000001,46,2.3000000000000003,0.0000,0.0000
2021,1,5,14,30,7.800000000000001,0,0,0,0,5.1000000000000005,0,0,0,0,83.16,96.32000000000001,0.14,995,0.6000000000000001,48,2.8000000000000003,0.0000,0.0000
2021,1,5,15,30,9.8,29,389,62,0,4.7,29,389,0,62,70.8,85.10000000000001,0.14,995,0.6000000000000001,45,3.6,0.0000,0.0000
2021,1,5,16,30,12.8,56,713,238,0,4.7,56,713,0,238,57.71,75.17,0.14,995,0.6000000000000001,39,4,11.6211,8.9281
2021,1,5,17,30,15.8,69,845,404,0,4.4,108,586,11,340,46.77,66.67,0.14,995,0.6000000000000001,33,3.4000000000000004,17.9041,13.9154
2021,1,5,18,30,18.5,77,906,525,0,4.1000000000000005,74,898,36,518,38.49,60.34,0.14,994,0.6000000000000001,23,2.4000000000000004,28.5006,22.2556
2021,1,5,19,30,20.6,81,931,589,0,2.8000000000000003,85,904,21,578,30.91,56.94,0.14,993,0.6000000000000001,174,1.8,32.4026,25.3465
2021,1,5,20,30,21.6,81,927,586,0,1.9000000000000001,81,927,0,586,27.16,57.02,0.14,992,0.6000000000000001,321,2,32.8378,25.6859
2021,1,5,21,30,21.6,80,887,516,0,1.9000000000000001,80,887,0,516,27.29,60.54,0.14,992,0.7000000000000001,311,2.4000000000000004,28.3565,22.1406
2021,1,5,22,30,20.400000000000002,73,817,393,0,2.7,73,817,0,393,30.95,66.97,0.14,992,0.7000000000000001,305,2,20.6454,16.0414
2021,1,5,23,30,19.5,58,675,227,0,5.7,58,675,0,227,40.46,75.54,0.14,992,0.7000000000000001,299,1.6,11.0491,8.4830
2021,1,6,0,30,14.4,29,328,55,0,6.800000000000001,29,328,0,55,60.33,85.52,0.14,993,0.7000000000000001,332,0.9,0.0000,0.0000
2021,1,6,1,30,12.8,0,0,0,7,6.5,0,0,0,0,65.63,96.78,0.14,994,0.7000000000000001,188,0.9,0.0000,0.0000
2021,1,6,2,30,12.100000000000001,0,0,0,0,6.4,0,0,0,0,68.21000000000001,108.53,0.14,994,0.7000000000000001,34,1.3,0.0000,0.0000
2021,1,6,3,30,11.600000000000001,0,0,0,0,5.7,0,0,0,0,67.14,120.7,0.14,994,0.7000000000000001,52,1.6,0.0000,0.0000
2021,1,6,4,30,11.3,0,0,0,7,4.800000000000001,0,0,0,0,64.23,133.09,0.14,995,0.7000000000000001,62,1.7000000000000002,0.0000,0.0000
2021,1,6,5,30,11.100000000000001,0,0,0,7,3.9000000000000004,0,0,0,0,61.32,145.45000000000002,0.14,995,0.8,64,1.7000000000000002,0.0000,0.0000
2021,1,6,6,30,11,0,0,0,7,3.1,0,0,0,0,58.32,157.33,0.14,995,0.8,62,1.8,0.0000,0.0000
2021,1,6,7,30,11,0,0,0,7,2.4000000000000004,0,0,0,0,55.47,166.79,0.14,995,0.8,60,1.9000000000000001,0.0000,0.0000
2021,1,6,8,30,11.200000000000001,0,0,0,7,1.6,0,0,0,0,51.730000000000004,166.56,0.14,995,0.9,61,2.1,0.0000,0.0000
2021,1,6,9,30,11.600000000000001,0,0,0,7,1,0,0,0,0,48.2,156.92000000000002,0.14,994,0.9,62,2.1,0.0000,0.0000
2021,1,6,10,30,11.9,0,0,0,7,0.8,0,0,0,0,46.62,145.01,0.14,994,1,62,1.9000000000000001,0.0000,0.0000
2021,1,6,11,30,12.3,0,0,0,7,0.8,0,0,0,0,45.34,132.63,0.14,994,1,61,1.6,0.0000,0.0000
2021,1,6,12,30,12.4,0,0,0,7,0.5,0,0,0,0,44.18,120.25,0.14,994,1.1,57,1.5,0.0000,0.0000
2021,1,6,13,30,12.3,0,0,0,7,0.2,0,0,0,0,43.300000000000004,108.08,0.14,995,1.1,56,1.6,0.0000,0.0000
2021,1,6,14,30,12.5,0,0,0,7,0,0,0,0,0,42.160000000000004,96.34,0.14,995,1.1,58,1.7000000000000002,0.0000,0.0000
2021,1,6,15,30,14.4,32,300,58,7,0.6000000000000001,32,152,86,45,38.95,85.10000000000001,0.14,995,1.1,63,2.1,0.0000,0.0000
2021,1,6,16,30,17.2,61,646,227,0,1.1,67,558,43,210,33.71,75.15,0.14,996,1,72,2.4000000000000004,10.2556,7.8794
2021,1,6,17,30,19.8,76,797,392,0,0.4,76,797,0,392,27.34,66.62,0.14,996,1,103,2,20.6506,16.0508
2021,1,6,18,30,21.700000000000003,82,869,513,0,0.4,82,869,0,513,24.29,60.26,0.14,995,1,159,1.6,28.2389,22.0523
2021,1,6,19,30,22.3,88,889,574,0,1.1,88,889,0,574,24.64,56.84,0.14,994,1,209,1.7000000000000002,32.1947,25.1849
2021,1,6,20,30,22.1,94,872,570,0,1.7000000000000002,109,793,46,542,26.09,56.88,0.14,993,1,236,2.1,30.3937,23.7757
2021,1,6,21,30,21.5,96,821,502,7,2.4000000000000004,108,705,93,456,28.32,60.39,0.14,993,1,250,2.3000000000000003,25.0818,19.5854
2021,1,6,22,30,20.400000000000002,87,745,380,0,3,86,745,21,379,31.71,66.81,0.14,993,1,259,2.1,19.9356,15.4922
2021,1,6,23,30,19.8,67,600,218,0,5.7,65,589,25,214,39.68,75.38,0.14,993,1,262,1.8,10.4304,8.0103
2021,1,7,0,30,16.7,31,244,51,7,6.4,32,114,100,41,50.7,85.37,0.14,993,1.1,284,1.2000000000000002,0.0000,0.0000
2021,1,7,1,30,15.5,0,0,0,7,6.1000000000000005,0,0,0,0,53.660000000000004,96.63,0.14,994,1.1,317,1,0.0000,0.0000
2021,1,7,2,30,14.5,0,0,0,7,6.9,0,0,0,0,60.370000000000005,108.38,0.14,994,1.2000000000000002,345,1,0.0000,0.0000
2021,1,7,3,30,13.700000000000001,0,0,0,0,6.5,0,0,0,0,61.940000000000005,120.56,0.14,994,1.1,182,1.2000000000000002,0.0000,0.0000
2021,1,7,4,30,13.200000000000001,0,0,0,0,5.5,0,0,0,0,59.71,132.94,0.14,994,1,16,1.3,0.0000,0.0000
2021,1,7,5,30,12.8,0,0,0,0,4.5,0,0,0,0,57.21,145.31,0.14,994,0.9,29,1.4000000000000001,0.0000,0.0000
2021,1,7,6,30,12.5,0,0,0,0,3.7,0,0,0,0,55.15,157.18,0.14,994,0.9,33,1.4000000000000001,0.0000,0.0000
2021,1,7,7,30,12.100000000000001,0,0,0,0,3.2,0,0,0,0,54.35,166.63,0.14,994,0.9,29,1.5,0.0000,0.0000
2021,1,7,8,30,11.600000000000001,0,0,0,0,2.8000000000000003,0,0,0,0,54.730000000000004,166.49,0.14,995,0.9,27,1.8,0.0000,0.0000
2021,1,7,9,30,11.3,0,0,0,0,2.4000000000000004,0,0,0,0,54.43,156.93,0.14,994,0.9,33,2.2,0.0000,0.0000
2021,1,7,10,30,11.100000000000001,0,0,0,7,2.3000000000000003,0,0,0,0,54.49,145.04,0.14,994,0.9,36,2.6,0.0000,0.0000
2021,1,7,11,30,10.9,0,0,0,7,2.1,0,0,0,0,54.59,132.66,0.14,993,0.9,36,3.1,0.0000,0.0000
2021,1,7,12,30,10.700000000000001,0,0,0,0,1.7000000000000002,0,0,0,0,53.910000000000004,120.28,0.14,993,0.8,38,3.4000000000000004,0.0000,0.0000
2021,1,7,13,30,10.5,0,0,0,0,1.5,0,0,0,0,53.54,108.10000000000001,0.14,993,0.8,40,3.5,0.0000,0.0000
2021,1,7,14,30,11,0,0,0,0,1.2000000000000002,0,0,0,0,50.83,96.35000000000001,0.14,994,0.8,42,3.7,0.0000,0.0000
2021,1,7,15,30,13.100000000000001,31,349,61,0,1.3,32,255,39,54,44.5,85.10000000000001,0.14,994,0.7000000000000001,47,3.9000000000000004,0.0000,0.0000
2021,1,7,16,30,15.5,63,662,233,0,1.4000000000000001,62,654,14,230,38.49,75.12,0.14,995,0.7000000000000001,50,3.8000000000000003,11.2353,8.6325
2021,1,7,17,30,17.5,81,795,397,7,1.8,164,230,0,255,34.89,66.57000000000001,0.14,995,0.8,52,3.3000000000000003,13.4387,10.4458
2021,1,7,18,30,19.400000000000002,90,858,517,7,2,155,546,25,427,31.34,60.18,0.14,994,0.8,58,2.8000000000000003,23.5161,18.3650
2021,1,7,19,30,21,94,888,581,7,1,133,686,64,509,26.53,56.72,0.14,993,0.8,63,2.2,28.5662,22.3477
2021,1,7,20,30,21.900000000000002,92,892,581,7,0.2,137,674,61,507,23.69,56.74,0.14,993,0.8,58,1.4000000000000001,28.4511,22.2574
2021,1,7,21,30,21.700000000000003,89,863,517,7,0.2,117,679,75,454,23.94,60.230000000000004,0.14,992,0.8,31,0.8,24.9956,19.5199
2021,1,7,22,30,20.1,80,792,394,7,2.1,95,656,57,355,30.23,66.65,0.14,992,0.8,161,0.5,18.6970,14.5319
2021,1,7,23,30,18.900000000000002,64,647,229,7,6.2,93,267,75,161,43.51,75.22,0.14,992,0.9,312,0.5,7.8579,6.0364
2021,1,8,0,30,15.8,32,302,57,7,5.9,31,134,89,42,51.730000000000004,85.21000000000001,0.14,992,0.9,343,0.9,0.0000,0.0000
2021,1,8,1,30,14.700000000000001,0,0,0,7,5.5,0,0,0,0,54.19,96.47,0.14,992,1,181,1.2000000000000002,0.0000,0.0000
2021,1,8,2,30,13.9,0,0,0,0,5,0,0,0,0,54.9,108.23,0.14,993,0.9,20,1.4000000000000001,0.0000,0.0000
2021,1,8,3,30,13,0,0,0,0,3.9000000000000004,0,0,0,0,53.81,120.41,0.14,993,0.9,36,1.6,0.0000,0.0000
2021,1,8,4,30,12.5,0,0,0,0,2.8000000000000003,0,0,0,0,51.59,132.79,0.14,993,0.8,45,1.7000000000000002,0.0000,0.0000
2021,1,8,5,30,12.100000000000001,0,0,0,0,2,0,0,0,0,50.230000000000004,145.16,0.14,993,0.8,48,1.8,0.0000,0.0000
2021,1,8,6,30,11.8,0,0,0,0,1.5,0,0,0,0,49.25,157.02,0.14,993,0.8,51,1.8,0.0000,0.0000
2021,1,8,7,30,11.8,0,0,0,0,1,0,0,0,0,47.660000000000004,166.47,0.14,993,0.8,55,1.9000000000000001,0.0000,0.0000
2021,1,8,8,30,11.9,0,0,0,7,0.9,0,0,0,0,46.86,166.42000000000002,0.14,993,0.9,56,1.8,0.0000,0.0000
2021,1,8,9,30,11.9,0,0,0,7,0.8,0,0,0,0,46.45,156.93,0.14,993,1,53,1.6,0.0000,0.0000
2021,1,8,10,30,11.9,0,0,0,6,0.5,0,0,0,0,45.7,145.06,0.14,993,1,49,1.6,0.0000,0.0000
2021,1,8,11,30,11.8,0,0,0,7,0.4,0,0,0,0,45.63,132.69,0.14,993,1,45,1.7000000000000002,0.0000,0.0000
2021,1,8,12,30,11.200000000000001,0,0,0,7,0.1,0,0,0,0,46.410000000000004,120.3,0.14,994,0.9,40,1.7000000000000002,0.0000,0.0000
2021,1,8,13,30,10.5,0,0,0,7,-0.4,0,0,0,0,46.78,108.12,0.14,994,0.9,34,1.8,0.0000,0.0000
