,length,diameter,propeller_diameter,LD_effective,S_wetted,volume,mass_total,mass_payload,mass_structural,mass_propulsion,power,solar_area_fraction,mass_battery,BATTERY_SPECIFIC_ENERGY,S_solar,score
259,50.45727874175925,8.765726789063418,10.06485839617504,70.99055227222577,1098.8312851947233,2030.010609044614,2151.690212014508,30.0,163.99189433148194,1952.8539866492974,4143.279484943787,0.7395920581656314,1841.4575488639055,225.0,256.917611152547,-0.0
237,50.83450268213176,8.836995525708543,10.147277138543778,89.18383849597338,1116.0683583287218,2078.5786957259056,2203.1694882231427,30.0,166.5643914145749,2002.453076937944,3071.370542597771,0.5397948846040342,1911.0750042830575,225.0,190.45038734074853,-0.0
284,50.93361474743343,8.837069452142206,10.179800951436874,58.922795487838584,1118.1897774383965,2082.666146965517,2207.501943273007,30.0,166.88099646864825,2004.9658931835795,5594.9970538571415,0.9814018203006168,1864.9990179523804,225.0,346.93611249399396,-0.0
238,52.10939063142796,9.043962985455485,10.463371623675535,91.62709575627436,1170.7970354783781,2231.6812741012914,2365.4490929365693,30.0,174.7322144106573,2156.477880445233,3197.5000765356153,0.5356678198975521,2060.611160434063,225.0,198.27146208910932,-0.0
260,52.24932110446403,9.057242341025708,10.506855746904188,73.75119496249317,1175.622702959483,2244.2500858066164,2378.7712839662413,30.0,175.45240718483734,2168.3272569369683,4391.319291644177,0.7326189364264889,2049.282336100616,225.0,272.29813154461226,-0.0
285,53.35970696201857,9.232394851248221,10.77752434173249,62.00391746901122,1223.7571031039822,2381.4463303043663,2524.1911237780805,30.0,182.63608639798164,2305.665065994915,6054.994498658872,0.970388656515671,2152.8869328564874,225.0,375.4597602672601,-0.0
239,53.381135050524676,9.250553495336787,10.780262804259525,94.07309928948196,1226.7127170955516,2391.7834932032,2535.1478995481116,30.0,183.07718845242874,2317.7448518192423,3325.9146062930668,0.5317595958111765,2217.276404195378,225.0,206.23422548521887,-0.0
261,54.035619121003506,9.34803517602272,10.950506025887297,76.51662455195174,1254.7757291477021,2472.4039571658063,2620.600784584317,30.0,187.26537145111703,2398.19685617665,4645.727683548846,0.726127766061528,2271.244645290547,225.0,288.07355691546326,-0.0
286,55.77561330096166,9.62636100061794,11.378240846596192,65.09196001184287,1333.6511167990184,2706.245959003288,2868.4593643722174,30.0,199.03690035764714,2633.298484654139,6530.7074347044145,0.9603145169584657,2467.1561419994455,225.0,404.957898533654,-0.0
262,55.816279277334026,9.63809364302911,11.395734970604055,79.28641315906808,1336.269219014555,2714.824678565469,2877.5522956266564,30.0,199.42763144408798,2642.8395385466642,4906.412774435683,0.7200651995214605,2507.7220847115714,225.0,304.2381895590271,-0.0
263,57.5914046976477,9.927410267721509,11.842473357487425,82.0601768775558,1420.08271060499,2971.859230983009,3149.993596241356,30.0,211.93613337850053,2902.6261501091612,5173.2868443766,0.7143855840015833,2759.0863170008533,225.0,320.786590113934,-0.0
287,58.18146617534807,10.018935169266044,11.981751574268134,68.1859919483307,1447.8160068616937,3057.9220908363873,3241.215096432833,30.0,216.07510889773778,2988.7829444184113,7021.818627687295,0.9510495493538875,2808.727451074918,225.0,435.4108561412558,-0.0
264,59.361096015717344,10.215980996679253,12.290656698051471,84.83757089446729,1506.1964136435909,3243.8494205924326,3438.2869805997525,30.0,224.78792371198767,3177.921948682218,5446.2660836331015,0.7090496261575367,3025.7033797961676,225.0,337.7135616829233,-0.0
288,60.5774241079865,10.410100357926806,12.587879903978637,71.28522699045156,1566.1989593756202,3437.3143974121263,3643.348321224599,30.0,233.74282995818464,3373.016350319332,7528.032196049495,0.9424873146845378,3178.5024827764537,225.0,466.8002859852305,-0.0
265,61.1254518879459,10.503804577138137,12.74022491776664,87.61828512632057,1594.5911929824751,3531.13215275395,3742.789548324746,30.0,237.98014667479507,3469.0868972244552,5725.2703503293405,0.7040233241193751,3307.9339801902856,225.0,355.01413480656765,-0.0
266,62.88456927490944,10.790882046252015,13.191122031702204,90.40204033962665,1685.248548444139,3834.03968295442,4063.8534705205493,30.0,251.51004126148422,3776.4759332804706,6010.222942442677,0.6992771066655679,3606.1337654656063,225.0,372.6835533248016,-0.0
289,62.96366472850976,10.79985139511924,13.196468258702753,74.3889982435136,1688.74995205691,3845.2464454680817,4075.7319703955213,30.0,252.03259810803016,3786.879111372609,8049.071472651568,0.9345397330570597,3577.3650989562525,225.0,499.10903241368254,-0.0
267,64.63854357584962,11.077216309271558,13.643295824570794,93.18858471413088,1778.1505923950317,4152.899847015828,4401.826233893104,30.0,265.37493788396586,4100.439216790345,6301.050384154998,0.694785134360414,3920.65357236311,225.0,390.717261128935,-0.0
290,65.3403791389081,11.188191980857766,13.807375624824399,77.49673763821491,1815.4215548915672,4282.5268281695235,4539.223104532456,30.0,270.937334792133,4231.235371159094,8584.677117088015,0.9271332776195024,4006.1826546410734,225.0,532.3210141755885,-0.0
268,66.38746870114005,11.36281179521475,14.096697753637658,95.9776908524022,1873.2800276522905,4488.036278491823,4757.0508688832015,30.0,279.5722550742545,4441.322361806699,6597.682228613171,0.6905247279957135,4251.8396584396,225.0,409.110889931169,-0.0
291,67.70776734274462,11.57513243875336,14.420475382168927,80.60795923860647,1946.1687391807527,4749.950163867393,5034.663971571529,30.0,290.45031983268115,4706.9340964899875,9134.605448818415,0.9202060746186305,4465.8071083112245,225.0,566.4211210611362,-0.0
269,68.1314369916057,11.647674154791329,14.55128213053428,98.76915298079706,1970.6201192644655,4839.768589693082,5129.866147724435,30.0,294.0994952729641,4799.466639009446,6900.050866312148,0.6864758996833059,4600.033910874765,225.0,427.86024738276393,-0.0
292,70.06603459847786,11.960687999009272,15.035653397797615,83.72224565157764,2080.9486979362314,5248.297982105216,5562.882946285919,30.0,310.56516462463037,5214.810045061582,9698.626975228353,0.9137056686975581,4957.076009561159,225.0,601.3951226293216,-0.0
293,72.4153885620187,12.344877484109727,15.65280643878238,86.83923693788017,2219.7206796771184,5778.339516186048,6124.695370202608,30.0,331.2757873311809,5755.684631236172,10276.525092250735,0.9075872825376384,5480.813382533725,225.0,637.2295876357197,-0.0
294,74.7560370700373,12.72772229932896,16.271840819820707,89.95862152251912,2362.4458354644066,6340.832414791991,6720.9043056964165,30.0,352.57639005488795,6330.366703791607,10868.094935049558,0.9018124483788147,6037.830519471977,225.0,673.911812765368,-0.0
295,77.08818643947522,13.109245655193714,16.892671216367724,93.08012870894879,2509.0870785766156,6936.523382974178,7352.301215601676,30.0,374.4614378953605,6939.653247121689,11473.142359160109,0.896347922265394,6628.926696403619,225.0,711.4297594550285,-0.0
296,79.41204018605413,13.489471968923887,17.515219667716725,96.20352249602969,2659.6089565077064,7566.148763401675,8019.666579245824,30.0,396.92563984596063,7584.3300168792,12091.483035966854,0.8911648152625808,7254.889821580113,225.0,749.771997805332,-0.0
297,81.72779807340585,13.868426403272007,18.139414716967348,99.32859644635954,2813.9775342175653,8230.435064947866,8723.77045271977,30.0,419.9639313698594,8265.172118067003,12722.941647464757,0.8862378928459251,7916.497025089182,225.0,788.9276566493182,-0.0
298,84.0356554241559,14.246134511740307,18.765190670953547,102.45516941028157,2972.1602877442956,8930.099445323118,9465.372980436481,30.0,443.57145852251176,8982.944532785277,13367.351167672985,0.8815450057340752,8614.515196944812,225.0,828.8863789941381,-0.0
299,86.33580263702082,14.62262196636386,19.392486960837704,105.58308194832209,3134.1260072485857,9665.850153270985,10245.224863837422,30.0,467.7435634817941,9738.402603651664,14024.552219718067,0.8770666243034838,9349.701479812045,225.0,869.638282154891,-0.0
376,99.77346518421979,49.8062202617244,23.718037894014177,98.89702849878417,13326.976722826548,129592.79235874265,168257.04514157237,30.0,1988.9460629077346,166196.37344409432,270840.20527879,4.303028850773606,102317.41088309843,225.0,16794.333763182338,-0.0
307,100.00000099957586,6.251282427295721,32.56850309233314,43.46587938914489,1529.9063390056556,2046.1471704480293,2168.794004833571,30.0,228.32644288865458,1903.687581658386,7957.046257003201,1.004945528876271,1414.5860012450137,225.0,493.40270759149956,-0.0
308,100.00000099958628,6.610598915255979,30.760595373880555,45.84279684361679,1618.400420440257,2288.127615676731,2425.2788494288084,30.0,241.53348590528384,2146.762975974297,8424.652072141915,1.006168984624902,1684.9304144283828,225.0,522.3981372802374,-0.0
309,100.00000099959911,7.025858835047369,29.726194127498434,48.56798241431203,1720.7721648781949,2584.6245543533228,2739.5479266696534,30.0,256.8116605646636,2445.5251297182704,8968.681164866388,1.0078338143306724,1993.0402588591974,225.0,556.132442534848,-0.0
310,100.0000009996139,7.477137296613186,29.183282398055017,51.50200296456345,1832.1489056956782,2927.3141854278406,3102.7785037350477,30.0,273.43375984161395,2791.89055494722,9564.796193901613,1.0099505851265393,2338.0612918426164,225.0,593.0965068197701,-0.0
311,100.0000009996302,7.952834660197653,28.946587810879496,54.56247354477691,1949.6991313888466,3311.635532434377,3510.1362175113045,30.0,290.97720299822174,3181.454122099809,10199.141997655452,1.0125149506520978,2719.771199374787,225.0,632.431195473362,-0.0
312,100.00000099964774,8.446612712842782,28.904959986814582,57.70277146222913,2071.8826001082325,3735.629446371442,3959.5444868679574,30.0,309.2121210982581,3612.372498838756,10864.531157707917,1.0155192680183995,3138.642334448954,225.0,673.6908290821236,-0.0
313,100.00000099966628,8.955034310963944,28.991670603436223,60.895804116866096,2197.8718643824964,4198.876827946283,4450.55909156002,30.0,328.0150241391056,4084.326586369021,11557.494554438412,1.018957811940802,3595.6649724919503,225.0,716.6602935247494,-0.0
314,100.00000099968567,9.476266703444567,29.165532587188906,64.12509793844114,2327.234455073404,4701.89771196091,4983.731237422083,30.0,347.3213695161129,4597.932831999357,12276.667007175474,1.0228288303501343,4092.2223357251582,225.0,761.2549363035796,-0.0
336,100.000000999691,6.580590025623011,28.459296632415512,38.82113043411339,1611.0066748483296,2267.4008043654912,2403.309665270535,30.0,240.43002774736436,2124.986277855658,10689.006695580209,1.2824258813338956,1662.7343748680323,225.0,662.8068600733811,-0.0
315,100.00000099970579,10.009412639622985,29.400390006538583,67.38017736046028,2459.76904930497,5245.84934055869,5560.287532180249,30.0,367.1011113794301,5154.448068531866,13021.963706018303,1.0271352809591408,4630.031539917619,225.0,807.4694985030151,-0.0
337,100.00000099970777,7.162983699845027,28.01436218362397,42.068050096640064,1754.6009069971283,2686.498190610903,2847.527907220899,30.0,261.8603332568977,2547.4097868572385,11667.793468322843,1.2860401579705876,2074.2743943685055,225.0,723.4997388411673,-0.0
316,100.00000099972652,10.554155113975813,29.679126128151825,70.65408179191829,2595.418593079312,5832.376776967947,6181.971644757291,30.0,387.3457348702998,5755.624353352076,13794.153306717142,1.0318850860642124,5211.124582537587,225.0,855.3516431397234,-0.0
338,100.00000099972661,7.779552583349679,27.957529839903998,45.460674297536606,1906.8613653802656,3168.8951358973695,3358.839907693951,30.0,284.5840046143306,3035.6237421107244,12716.528469635665,1.2905466481553758,2543.3056939271332,225.0,788.5299865588177,-0.0
339,100.0000009997472,8.420667692278702,28.11959047561933,48.93681070156217,2065.4583164599244,3712.7156151087806,3935.2571919234038,30.0,308.2533474817769,3587.9929904114515,13821.82458194493,1.2959212395367825,3071.5165737655398,225.0,857.0674911666069,-0.0
317,100.00000099974791,11.110569213116682,29.99031459528424,73.94200999062288,2734.2244795051583,6463.551967841178,6850.979715071395,30.0,408.0614175834119,6403.6513274219,14594.644737974655,1.037091270388162,5837.857895189862,225.0,904.9887354512873,-0.0
