,Time,Wind Speed,DNI
665,2021-07-28 17:30:00,7.0,587
666,2021-07-28 18:30:00,9.0,244
667,2021-07-28 19:30:00,8.0,0
668,2021-07-28 20:30:00,5.0,0
669,2021-07-28 21:30:00,7.0,0
670,2021-07-28 22:30:00,5.0,0
671,2021-07-28 23:30:00,8.0,0
672,2021-07-29 00:30:00,6.0,0
673,2021-07-29 01:30:00,5.0,0
674,2021-07-29 02:30:00,0.0,0
675,2021-07-29 03:30:00,0.0,0
676,2021-07-29 04:30:00,0.0,0
677,2021-07-29 05:30:00,0.0,211
678,2021-07-29 06:30:00,0.0,539
679,2021-07-29 07:30:00,0.0,697
680,2021-07-29 08:30:00,0.0,782
681,2021-07-29 09:30:00,5.0,830
682,2021-07-29 10:30:00,6.0,859
683,2021-07-29 11:30:00,3.0,874
684,2021-07-29 12:30:00,9.0,882
685,2021-07-29 13:30:00,10.0,880
686,2021-07-29 14:30:00,9.0,860
687,2021-07-29 15:30:00,8.0,815
688,2021-07-29 16:30:00,10.0,743
689,2021-07-29 17:30:00,8.0,473
690,2021-07-29 18:30:00,10.0,152
691,2021-07-29 19:30:00,10.0,0
692,2021-07-29 20:30:00,8.0,0
693,2021-07-29 21:30:00,9.0,0
694,2021-07-29 22:30:00,9.0,0
695,2021-07-29 23:30:00,8.0,0
696,2021-07-30 00:30:00,5.0,0
697,2021-07-30 01:30:00,0.0,0
698,2021-07-30 02:30:00,5.0,0
699,2021-07-30 03:30:00,0.0,0
700,2021-07-30 04:30:00,3.0,0
701,2021-07-30 05:30:00,0.0,196
702,2021-07-30 06:30:00,0.0,521
703,2021-07-30 07:30:00,0.0,672
704,2021-07-30 08:30:00,5.0,758
705,2021-07-30 09:30:00,6.0,812
706,2021-07-30 10:30:00,5.0,841
707,2021-07-30 11:30:00,3.0,856
708,2021-07-30 12:30:00,5.0,867
709,2021-07-30 13:30:00,6.0,868
710,2021-07-30 14:30:00,9.0,831
711,2021-07-30 15:30:00,9.0,712
712,2021-07-30 16:30:00,13.0,658
713,2021-07-30 17:30:00,13.0,384
714,2021-07-30 18:30:00,17.0,64
715,2021-07-30 19:30:00,12.0,0
716,2021-07-30 20:30:00,5.0,0
717,2021-07-30 21:30:00,5.0,0
718,2021-07-30 22:30:00,5.0,0
719,2021-07-30 23:30:00,5.0,0
720,2021-07-31 00:30:00,5.0,0
721,2021-07-31 01:30:00,0.0,0
722,2021-07-31 02:30:00,0.0,0
723,2021-07-31 03:30:00,0.0,0
724,2021-07-31 04:30:00,0.0,0
725,2021-07-31 05:30:00,0.0,265
726,2021-07-31 06:30:00,0.0,614
727,2021-07-31 07:30:00,0.0,767
728,2021-07-31 08:30:00,0.0,849
729,2021-07-31 09:30:00,5.0,895
730,2021-07-31 10:30:00,8.0,918
731,2021-07-31 11:30:00,9.0,926
732,2021-07-31 12:30:00,9.0,923
733,2021-07-31 13:30:00,9.0,910
734,2021-07-31 14:30:00,12.0,888
735,2021-07-31 15:30:00,8.0,844
736,2021-07-31 16:30:00,8.0,773
737,2021-07-31 17:30:00,8.0,611
738,2021-07-31 18:30:00,7.0,248
739,2021-07-31 19:30:00,9.0,0
740,2021-07-31 20:30:00,5.0,0
741,2021-07-31 21:30:00,3.0,0
742,2021-07-31 22:30:00,6.0,0
743,2021-07-31 23:30:00,7.0,0
